Name,Types,Stats
Smokomodo,Fire|Ground,hp:88|atk:116|def:67|spa:88|spd:78|spe:97
Swirlpool,Water,hp:61|atk:49|def:70|spa:50|spd:62|spe:28
Coribalis,Water|Bug,hp:76|atk:69|def:90|spa:65|spd:77|spe:43
Snaelstrom,Water|Bug,hp:91|atk:94|def:110|spa:80|spd:97|spe:63
Justyke,Steel|Ground,hp:72|atk:70|def:56|spa:83|spd:68|spe:30
Equilibra,Steel|Ground,hp:102|atk:50|def:96|spa:133|spd:118|spe:60
Solotl,Fire|Dragon,hp:68|atk:48|def:34|spa:72|spd:24|spe:84
Astrolotl,Fire|Dragon,hp:108|atk:108|def:74|spa:92|spd:64|spe:114
Miasmite,Bug|Dragon,hp:40|atk:85|def:60|spa:52|spd:52|spe:44
Miasmaw,Bug|Dragon,hp:85|atk:135|def:60|spa:88|spd:105|spe:99
Chromera,Dark|Normal,hp:85|atk:85|def:115|spa:115|spd:100|spe:100
Nohface,Ghost,hp:50|atk:73|def:50|spa:30|spd:50|spe:80
Monohm,Electric,hp:53|atk:40|def:58|spa:67|spd:55|spe:55
Duohm,Electric|Dragon,hp:88|atk:40|def:103|spa:77|spd:60|spe:60
Dorsoil,Ground,hp:103|atk:72|def:52|spa:61|spd:52|spe:65
Protowatt,Electric|Water,hp:51|atk:44|def:33|spa:43|spd:34|spe:65
Venomicon,Poison|Flying,hp:85|atk:50|def:113|spa:118|spd:90|spe:64
Saharascal,Ground,hp:50|atk:80|def:65|spa:45|spd:90|spe:70
Saharaja,Ground,hp:70|atk:112|def:105|spa:65|spd:123|spe:78
